fecha_utc,volcano,sensor,mirova_vrp_mw,mirova_class,ours_present,ours_vrp_raw,ours_vrp_meq,ours_dist_km,ours_discarded_reason,ours_granule,delta_min
2026-03-03 05:48:01+00:00,Tupungatito,VIIRS375,0.2,Muy Bajo,False,,,,,,
2026-03-02 07:40:00+00:00,Lascar,MODIS,1.64,Bajo,True,120.935,0.0,23.74,,MYD021KM.A2026061.0740.061.2026061191945.hdf,0.0
2026-03-02 06:06:01+00:00,Lascar,VIIRS375,2.02,Bajo,False,,,,,,
2026-03-02 06:06:01+00:00,Isluga,VIIRS375,0.25,Muy Bajo,False,,,,,,
2026-03-02 06:06:01+00:00,Lastarria,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-03-02 06:06:01+00:00,Tupungatito,VIIRS375,0.21,Muy Bajo,False,,,,,,
2026-03-01 06:24:01+00:00,Isluga,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-03-01 06:24:01+00:00,Lascar,VIIRS375,0.03,Muy Bajo,False,,,,,,
2026-03-01 06:24:01+00:00,Tupungatito,VIIRS375,0.16,Muy Bajo,False,,,,,,
2026-03-01 06:24:01+00:00,Lastarria,VIIRS375,0.17,Muy Bajo,False,,,,,,
2026-03-01 04:48:01+00:00,Tupungatito,VIIRS375,0.59,Muy Bajo,False,,,,,,
2026-03-01 01:40:00+00:00,Lascar,MODIS,1.81,Bajo,True,0.0,0.0,25.18,eruption_hotspot_too_far,MOD021KM.A2026060.0140.061.2026060131714.hdf,0.0
2026-02-28 06:24:00+00:00,Tupungatito,VIIRS375,0.2,Muy Bajo,False,,,,,,
2026-02-28 06:24:00+00:00,Lascar,VIIRS375,0.3,Muy Bajo,False,,,,,,
2026-02-28 05:06:01+00:00,Tupungatito,VIIRS375,0.36,Muy Bajo,False,,,,,,
2026-02-28 05:00:01+00:00,Isluga,VIIRS375,0.53,Muy Bajo,False,,,,,,
2026-02-28 05:00:01+00:00,Lascar,VIIRS375,0.8,Muy Bajo,False,,,,,,
2026-02-27 17:48:01+00:00,Lascar,VIIRS375,1.12,Bajo,False,,,,,,
2026-02-27 07:20:00+00:00,Lascar,MODIS,0.65,Muy Bajo,True,0.0,0.0,27.53,eruption_hotspot_too_far,MYD021KM.A2026058.0720.061.2026058191311.hdf,0.0
2026-02-27 06:42:00+00:00,Tupungatito,VIIRS375,0.03,Muy Bajo,False,,,,,,
2026-02-27 05:24:01+00:00,PlanchonPeteroa,VIIRS375,0.05,Muy Bajo,False,,,,,,
2026-02-27 05:24:01+00:00,Lascar,VIIRS375,0.7,Muy Bajo,False,,,,,,
2026-02-27 05:18:01+00:00,Isluga,VIIRS375,0.38,Muy Bajo,False,,,,,,
2026-02-26 18:06:01+00:00,Lascar,VIIRS375,0.53,Muy Bajo,False,,,,,,
2026-02-26 17:48:00+00:00,Lascar,VIIRS375,0.63,Muy Bajo,False,,,,,,
2026-02-26 05:48:01+00:00,Chaiten,VIIRS375,0.03,Muy Bajo,False,,,,,,
2026-02-26 05:42:01+00:00,Lascar,VIIRS375,0.34,Muy Bajo,False,,,,,,
2026-02-26 05:42:01+00:00,PlanchonPeteroa,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-02-26 05:42:01+00:00,Villarrica,VIIRS375,0.12,Muy Bajo,False,,,,,,
2026-02-26 05:42:01+00:00,Lastarria,VIIRS375,0.17,Muy Bajo,False,,,,,,
2026-02-26 05:42:01+00:00,Tupungatito,VIIRS375,0.28,Muy Bajo,False,,,,,,
2026-02-26 05:36:01+00:00,Isluga,VIIRS375,0.35,Muy Bajo,False,,,,,,
2026-02-26 05:24:00+00:00,PuyehueCordonCaulle,VIIRS375,0.3,Muy Bajo,False,,,,,,
2026-02-25 06:06:01+00:00,PuyehueCordonCaulle,VIIRS375,0.27,Muy Bajo,False,,,,,,
2026-02-25 06:06:01+00:00,Chaiten,VIIRS375,0.18,Muy Bajo,False,,,,,,
2026-02-25 06:00:01+00:00,Isluga,VIIRS375,0.24,Muy Bajo,False,,,,,,
2026-02-25 06:00:01+00:00,PlanchonPeteroa,VIIRS375,0.08,Muy Bajo,False,,,,,,
2026-02-25 06:00:01+00:00,Lastarria,VIIRS375,0.06,Muy Bajo,False,,,,,,
2026-02-24 06:18:01+00:00,Lascar,VIIRS375,0.14,Muy Bajo,False,,,,,,
